price,name,address,ward,line_station,line,station,bus_time,walk_time,area,balcony,floor_plan,age,renovation,reform
3480万円,マートルコート松原,東京都世田谷区松原３,世田谷区,京王線「下高井戸」徒歩1分,京王線,下高井戸,0,1,41.58m2（壁芯）,5.69m2,2DK,1984年4月,0,0
3480万円,秀和等々力レジデンス,東京都世田谷区等々力４,世田谷区,東急大井町線「等々力」徒歩6分,東急大井町線,等々力,0,6,43.71m2（壁芯）,3.2m2,2LDK,1971年5月,0,0
3480万円,タクシティハイツ西小山,東京都品川区小山６,品川区,東急目黒線「西小山」徒歩3分,東急目黒線,西小山,0,3,42.66m2（壁芯）,4.5m2,1LDK,1983年1月,0,1
3480万円,パーク・ノヴァ大森,東京都大田区大森東２,大田区,京急本線「大森町」徒歩4分,京急本線,大森町,0,4,39.33m2（壁芯）,13.05m2,1LDK,1993年2月,1,0
3480万円,ライフレビュー千鳥町パークフロント,東京都大田区千鳥１,大田区,東急池上線「千鳥町」徒歩4分,東急池上線,千鳥町,0,4,36.94m2（壁芯）,4.65m2,1LDK,2003年6月,0,0
3480万円,コーラルハイツ柿の木坂,東京都目黒区柿の木坂２,目黒区,東急東横線「学芸大学」徒歩14分,東急東横線,学芸大学,0,14,50.56m2（15.29坪）（壁芯）,4.2m2,3DK,1977年12月,0,0
3490万円,サンパレス池尻,東京都世田谷区池尻２,世田谷区,東急田園都市線「池尻大橋」徒歩6分,東急田園都市線,池尻大橋,0,6,30.99m2（登記）,-,1DK,1983年7月,1,0
3498万円,世田谷第二オリンピックマンション,東京都世田谷区世田谷４,世田谷区,東急世田谷線「世田谷」徒歩4分,東急世田谷線,世田谷,0,4,42.33m2（壁芯）,6.75m2,2DK,1981年4月,1,0
3498万円,世田谷第二オリンピックマンション,東京都世田谷区世田谷４-17-19,世田谷区,東急世田谷線「世田谷」徒歩3分,東急世田谷線,世田谷,0,3,42.33m2（12.80坪）,6.75m2,2DK,1981年4月,0,0
3499万円,サニーコーポ五反田,東京都品川区大崎５-5-12,品川区,ＪＲ山手線「大崎」徒歩5分,ＪＲ山手線,大崎,0,5,39.52m2（11.95坪）,10.76m2,1LDK,1977年2月,0,0
3499万円,サニーコーポ五反田,東京都品川区大崎５,品川区,ＪＲ山手線「五反田」徒歩6分,ＪＲ山手線,五反田,0,6,39.52m2（壁芯）,10.76m2,1LDK,1977年2月,0,0
3580万円,中目黒プラムハイツ,東京都目黒区中目黒２-10-11,目黒区,東急東横線「中目黒」徒歩7分,東急東横線,中目黒,0,7,38.35m2（11.60坪）,9.69m2,1LDK,1978年12月,0,0
3580万円,玉川コーポラス,東京都世田谷区中町５-29-11,世田谷区,東急田園都市線「用賀」徒歩13分,東急田園都市線,用賀,0,13,54.3m2（16.42坪）,8.2m2,2LDK,1967年4月,0,0
3580万円,上北沢ハイネスコーポ,東京都世田谷区上北沢４-19-18,世田谷区,京王線「上北沢」徒歩4分,京王線,上北沢,0,4,61.55m2（18.61坪）,8.3m2,2LDK,1970年3月,0,0
3580万円,ライオンズマンション上目黒,東京都目黒区上目黒３,目黒区,ＪＲ山手線「渋谷」バス19分停歩4分,ＪＲ山手線,渋谷,19,,35.19m2（壁芯）,2.06m2,1DK,1981年4月,0,1
3580万円,パラスト蒲田,東京都大田区蒲田５,大田区,ＪＲ京浜東北線「蒲田」徒歩3分,ＪＲ京浜東北線,蒲田,0,3,46.25m2（壁芯）,6.89m2,2LDK,1979年1月,1,0
3580万円,ハイツ太子堂,東京都世田谷区太子堂４,世田谷区,東急田園都市線「三軒茶屋」徒歩4分,東急田園都市線,三軒茶屋,0,4,51.1m2（15.45坪）（壁芯）,4.54m2,2LDK,1971年8月,1,0
3590万円,インペリアル蒲田,東京都大田区西蒲田８,大田区,ＪＲ京浜東北線「蒲田」徒歩3分,ＪＲ京浜東北線,蒲田,0,3,46.06m2（13.93坪）（壁芯）,14.19m2,2DK,1977年12月,0,0
